"pmid","authSet","lang","pubTypeSet","date","journal","keywordSet"
591,"","ENG","JOURNAL ARTICLE",NA,"ENGLANDAFR HEALTH79051140141-9536","AFRICA;AFRICA SOUTH OF THE SAHARA;BACTERIAL AND FUNGAL DISEASES;CHOLERA;CRIME;DEVELOPING COUNTRIES;DISEASES;DOMESTIC VIOLENCE;EASTERN AFRICA;ENGLISH SPEAKING AFRICA;FEMALE GENITAL MUTILATION;INFECTIONS;MALARIA;PARASITIC DISEASES;RAPE;SOCIAL PROBLEMS;UGANDA;VIRAL DISEASES"
592,"J P DURAND;L RICHECOEUR;C PEYREFITTE;J P BOUTIN;B DAVOUST;H ZELLER;M BOULOY;H TOLOU","FRE","ENGLISH ABSTRACT;JOURNAL ARTICLE",NA,"FRANCEMED TROP (MARS)87101460025-682X",""
593,"P G JUP;A KEMP;A GROBBELAAR;P LEMA;F J BURT;A M ALAHMED;D AL MUJALLI;M AL KHAMEES;R SWANEPOEL","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"ENGLANDMED VET ENTOMOL87086820269-283X",""
594,"DUANE J GUBLER","ENG","JOURNAL ARTICLE;REVIEW",NA,"UNITED STATESARCH MED RES93127060188-4409",""
595,"R C SANG;L M DUNSTER","ENG","JOURNAL ARTICLE",NA,"KENYAEAST AFR MED J03727660012-835X",""
596,"I YERUHAM;Y BRAVERMAN;H YADIN;M VAN HAM;D CHAI;D TIOMKIN;D FRANK","ENG","JOURNAL ARTICLE",NA,"ENGLANDVET REC00311640042-4900",""
597,"P HUNTER;B J ERASMUS;J H VORSTER","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
598,"CHRISTIAN DROSTEN;STEPHAN GÖTTIG;STEFAN SCHILLING;MARCEL ASPER;MARCUS PANNING;HERBERT SCHMITZ;STEPHAN GÜNTHER","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ CLIN MICROBIOL75055640095-1137",""
599,"C DREW HARVELL;CHARLES E MITCHELL;JESSICA R WARD;SONIA ALTIZER;ANDREW P DOBSON;RICHARD S OSTFELD;MICHAEL D SAMUEL","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.;REVIEW",NA,"UNITED STATESSCIENCE04045110036-8075",""
600,"A A SALL;E A MACONDO;O K SÈNE;M DIAGNE;R SYLLA;M MONDO;L GIRAULT;L MARRAMA;A SPIEGEL;M DIALLO;M BOULOY;C MATHIOT","ENG","JOURNAL ARTICLE",NA,"UNITED STATESCLIN DIAGN LAB IMMUNOL94212921071-412X",""
601,"J E COOPER","ENG","JOURNAL ARTICLE;REVIEW",NA,"FRANCEREV SCI TECH87123010253-1933",""
602,"MICHAEL J TURELL;JOHN C MORRILL;CYNTHIA A ROSSI;ADEL M GAD;STANTON E COPE;TAMARA L CLEMENTS;RAY R ARTHUR;LEONARD P WASIELOSKI;DAVID J DOHM;DENISE NASH;MOSAAD M HASSAN;ALI N HASSAN;ZAKARIA S MORSY;STEVEN M PRESLEY","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ MED ENTOMOL03754000022-2585",""
603,"CHRISTOPHER W WOODS;ADAM M KARPATI;THOMAS GREIN;NOEL MCCARTHY;PETER GATURUKU;ERIC MUCHIRI;LEE DUNSTER;ALDEN HENDERSON;ALI S KHAN;ROBERT SWANEPOEL;ISABELLE BONMARIN;LOUISE MARTIN;PHILIP MANN;BONNIE L SMOAK;MICHAEL RYAN;THOMAS G KSIAZEK;RAY R ARTHUR;ANDRE NDIKUYEZE;NAPHTALI N AGATA;CLARENCE J PETERS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESEMERG INFECT DIS95081551080-6040",""
604,"GEORG KOCHS;CHRISTIAN JANZEN;HEINZ HOHENBERG;OTTO HALLER","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESPROC NATL ACAD SCI U S A75058760027-8424",""
605,"M D BOWEN;S G TRAPPIER;A J SANCHEZ;R F MEYER;C S GOLDSMITH;S R ZAKI;L M DUNSTER;C J PETERS;T G KSIAZEK;S T NICHOL","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, P.H.S.",NA,"UNITED STATESVIROLOGY01106740042-6822",""
606,"E NAKOUNNÉ;B SELEKON;J MORVAN","FRE","ENGLISH ABSTRACT;JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"FRANCEBULL SOC PATHOL EXOT92125640037-9085",""
607,"P NABETH;Y KANE;M O ABDALAHI;M DIALLO;K NDIAYE;K BA;F SCHNEEGANS;A A SALL;C MATHIOT","ENG","JOURNAL ARTICLE",NA,"UNITED STATESEMERG INFECT DIS95081551080-6040",""
608,"S GARCIA;J M CRANCE;A BILLECOCQ;A PEINNEQUIN;A JOUAN;M BOULOY;D GARIN","ENG","EVALUATION STUDIES;JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ CLIN MICROBIOL75055640095-1137",""
609,"M ISAÄCSON","ENG","JOURNAL ARTICLE;REVIEW",2001-10-10,"UNITED STATESCLIN INFECT DIS92032131058-4838",""
610,"M SANDROCK;M FRESE;O HALLER;G KOCHS","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ INTERFERON CYTOKINE RES95070881079-9907",""
611,"A H TURKISTANY;A G MOHAMED;N AL-HAMDAN","ENG","JOURNAL ARTICLE",NA,"INDIAJ FAMILY COMMUNITY MED1009111001319-1683","HAJJ;RIFT VALLEY FEVER;SLAUGHTERHOUSES"
612,"M TRAORÉ-LAMIZANA;D FONTENILLE;M DIALLO;Y BÂ;H G ZELLER;M MONDO;F ADAM;J THONON;A MAÏGA","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ MED ENTOMOL03754000022-2585",""
613,"A ANYAMBA;K J LINTHICUM;C J TUCKER","ENG","JOURNAL ARTICLE",NA,"BRAZILCAD SAUDE PUBLICA89015730102-311X",""
614,"N FRANK-PETERSIDE","ENG","CLINICAL TRIAL;CONTROLLED CLINICAL TRIAL;JOURNAL ARTICLE",NA,"NIGERIAAFR J MED MED SCI78010130309-3913",""
615,"S SHAWKY","ENG","JOURNAL ARTICLE;REVIEW",NA,"SAUDI ARABIASAUDI MED J79094410379-5284",""
616,"D S BERNS;B RAGER","ENG","JOURNAL ARTICLE;REVIEW",NA,"ISRAELISR MED ASSOC J100930740",""
617,"M DIALLO;L LOCHOUARN;K BA;A A SALL;M MONDO;L GIRAULT;C MATHIOT","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
618,"L ACCARDI;C PREHAUD;P DI BONITO;S MOCHI;M BOULOY;C GIORGI","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
619,"","FRE","JOURNAL ARTICLE",NA,"FRANCESANTE92124371157-5999",""
620,"","ENG","NEWS",NA,"SWITZERLANDWKLY EPIDEMIOL REC02400170049-8114",""
621,"M RWEYEMAMU;R PASKIN;A BENKIRANE;V MARTIN;P ROEDER;K WOJCIECHOWSKI","ENG","JOURNAL ARTICLE",NA,"UNITED STATESANN N Y ACAD SCI75068580077-8923",""
622,"H ZELLER;M BOULOY","ENG","JOURNAL ARTICLE;REVIEW",NA,"FRANCEREV SCI TECH87123010253-1933",""
623,"P S MELLOR;C J LEAKE","ENG","JOURNAL ARTICLE;REVIEW",NA,"FRANCEREV SCI TECH87123010253-1933",""
624,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJAMA75011600098-7484",""
625,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESMMWR MORB MORTAL WKLY REP78024290149-2195",""
626,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJAMA75011600098-7484",""
627,"A A SALL;J THONNON;O K SENE;A FALL;M NDIAYE;B BAUDEZ;C MATHIOT;M BOULOY","ENG","COMPARATIVE STUDY;EVALUATION STUDIES;JOURNAL ARTICLE",NA,"NETHERLANDSJ VIROL METHODS80058390166-0934",""
628,"M BOULOY;C JANZEN;P VIALAT;H KHUN;J PAVLOVIC;M HUERRE;O HALLER","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ VIROL01137240022-538X",""
629,"","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDWKLY EPIDEMIOL REC02400170049-8114",""
630,"","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDWKLY EPIDEMIOL REC02400170049-8114",""
631,"P C LEFEVRE","FRE","JOURNAL ARTICLE;REVIEW",NA,"FRANCEMED TROP (MARS)87101460025-682X",""
632,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESMMWR MORB MORTAL WKLY REP78024290149-2195",""
633,"K AHMAD","ENG","NEWS",NA,"ENGLANDLANCET2985213R0140-6736",""
634,"","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDWKLY EPIDEMIOL REC02400170049-8114",""
635,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESMMWR MORB MORTAL WKLY REP78024290149-2195",""
636,"M RITTER;M BOULOY;P VIALAT;C JANZEN;O HALLER;M FRESE","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
637,"A A ALAM;A G MOHAMMED","ENG","JOURNAL ARTICLE",NA,"INDIAJ FAMILY COMMUNITY MED1009111001319-1683",""
638,"A BILLECOCQ;M VAZEILLE-FALCOZ;F RODHAIN;M BOULOY","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
639,"J P CHEN;T M COSGRIFF","ENG","JOURNAL ARTICLE;REVIEW",NA,"ENGLANDBLOOD COAGUL FIBRINOLYSIS91025510957-5235",""
640,"P SHEARS","ENG","JOURNAL ARTICLE",NA,"NETHERLANDSACTA TROP03703740001-706X",""
641,"A BATIEHA;E K SALIBA;R GRAHAM;E MOHAREB;Y HIJAZI;P WIJEYARATNE","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"UNITED STATESEMERG INFECT DIS95081551080-6040",""
642,"C CHASTEL","FRE","ENGLISH ABSTRACT;HISTORICAL ARTICLE;JOURNAL ARTICLE",NA,"FRANCEMED TROP (MARS)87101460025-682X",""
643,"D GORA;T YAYA;T JOCELYN;F DIDIER;D MAOULOUTH;S AMADOU;T D RUEL;J P GONZALEZ","ENG","JOURNAL ARTICLE",NA,"FRANCEMICROBES INFECT1008835081286-4579",""
644,"C FISCHER-TENHAGEN;C HAMBLIN;S QUANDT;K FRÖLICH","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ WILDL DIS02441600090-3558",""
645,"B R MILLER;R S NASCI;M S GODSEY;H M SAVAGE;J J LUTWAMA;R S LANCIOTTI;C J PETERS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
646,"J Y CARTER;O E LEMA;H K MUKUNZA;H N VARIA;A S MUNYERE;W M WATKINS;K M WATKINS","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"KENYAEAST AFR MED J03727660012-835X",""
647,"J P DIGOUTTE","FRE","ENGLISH ABSTRACT;HISTORICAL ARTICLE;JOURNAL ARTICLE",NA,"FRANCEBULL SOC PATHOL EXOT92125640037-9085",""
648,"Y A NUR;J GROEN;H HEUVELMANS;W TUYNMAN;C COPRA;A D OSTERHAUS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
649,"P VIALAT;A BILLECOCQ;A KOHL;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ VIROL01137240022-538X",""
650,"A M GAD;H A FARID;R R RAMZY;M B RIAD;S M PRESLEY;S E COPE;M M HASSAN;A N HASSAN","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ MED ENTOMOL03754000022-2585",""
651,"I H ABD EL-RAHIM;U ABD EL-HAKIM;M HUSSEIN","ENG","JOURNAL ARTICLE",NA,"FRANCEREV SCI TECH87123010253-1933",""
652,"M J OELOFSEN;E VAN DER RYST","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
653,"A KOHL;V DI BARTOLO;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESVIROLOGY01106740042-6822",""
654,"P R PITTMAN;C T LIU;T L CANNON;R S MAKUCH;J A MANGIAFICO;P H GIBBS;C J PETERS","ENG","JOURNAL ARTICLE",NA,"ENGLANDVACCINE84068990264-410X",""
655,"J THONNON;M PICQUET;Y THIONGANE;M LO;R SYLLA;J VERCRUYSSE","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"ENGLANDTROP MED INT HEALTH96105761360-2276",""
656,"A A SALL;P M ZANOTTO;O K SENE;H G ZELLER;J P DIGOUTTE;Y THIONGANE;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ VIROL01137240022-538X",""
657,"P R EPSTEIN","ENG","COMMENT;JOURNAL ARTICLE",NA,"UNITED STATESSCIENCE04045110036-8075",""
658,"K J LINTHICUM;A ANYAMBA;C J TUCKER;P W KELLEY;M F MYERS;C J PETERS","ENG","JOURNAL ARTICLE",NA,"UNITED STATESSCIENCE04045110036-8075",""
659,"F Z YADANI;A KOHL;C PRÉHAUD;A BILLECOCQ;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ VIROL01137240022-538X",""
660,"Y CHENEAU;P L ROEDER;T U OBI;M M RWEYEMAMU;A BENKIRANE;K J WOJCIECHOWSKI","ENG","JOURNAL ARTICLE;REVIEW",NA,"FRANCEREV SCI TECH87123010253-1933",""
661,"A SHIMSHONY","ENG","JOURNAL ARTICLE;REVIEW",NA,"FRANCEREV SCI TECH87123010253-1933",""
662,"P L ROEDER;W N MASIGA;P B ROSSITER;R D PASKIN;T U OBI","ENG","JOURNAL ARTICLE",NA,"FRANCEREV SCI TECH87123010253-1933",""
663,"A A SALL;P M DE A ZANOTTO;P VIALAT;O K SENE;M BOULOY","ENG","LETTER",NA,"ENGLANDLANCET2985213R0140-6736",""
664,"J F BRUBAKER;M J TURELL","ENG","CASE REPORTS;JOURNAL ARTICLE",NA,"UNITED STATESJ MED ENTOMOL03754000022-2585",""
665,"A A SALL;P M ZANOTTO;P VIALAT;O K SÈNE;M BOULOY","ENG","JOURNAL ARTICLE",NA,"BRAZILMEM INST OSWALDO CRUZ75026190074-0276",""
666,"E C ANDERSON;L W ROWE","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"ENGLANDEPIDEMIOL INFECT87037370950-2688",""
667,"P REITER;R CORDELLIER;J O OUMA;C B CROPP;H M SAVAGE;E J SANDERS;A A MARFIN;P M TUKEI;N N AGATA;L G GITAU;B A RAPUODA;D J GUBLER","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
668,"E J SANDERS;A A MARFIN;P M TUKEI;G KURIA;G ADEMBA;N N AGATA;J O OUMA;C B CROPP;N KARABATSOS;P REITER;P S MOORE;D J GUBLER","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
669,"","ENG","JOURNAL ARTICLE",NA,"CANADACAN COMMUN DIS REP93037291188-4169",""
670,"S O MCLIGEYO","ENG","EDITORIAL;REVIEW",NA,"KENYAEAST AFR MED J03727660012-835X",""
671,"D FONTENILLE;M TRAORE-LAMIZANA;M DIALLO;J THONNON;J P DIGOUTTE;H G ZELLER","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESEMERG INFECT DIS95081551080-6040",""
672,"","ENG","JOURNAL ARTICLE",NA,"SWITZERLANDWKLY EPIDEMIOL REC02400170049-8114",""
673,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESMMWR MORB MORTAL WKLY REP78024290149-2195",""
674,"H G ZELLER","FRE","ENGLISH ABSTRACT;JOURNAL ARTICLE;REVIEW",NA,"FRANCEBULL SOC PATHOL EXOT92125640037-9085",""
675,"F P RETIEF;L CILLIERS","ENG","HISTORICAL ARTICLE;JOURNAL ARTICLE",NA,"SOUTH AFRICAS AFR MED J04045200256-9574",""
676,"M J TURELL;B H KAY","ENG","JOURNAL ARTICLE",NA,"UNITED STATESJ MED ENTOMOL03754000022-2585",""
677,"P VIALAT;R MULLER;T H VU;C PREHAUD;M BOULOY","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE",NA,"NETHERLANDSVIRUS RES84109790168-1702",""
678,"A PRETORIUS;M J OELOFSEN;M S SMITH;E VAN DER RYST","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
679,"A A SALL;P M DE A ZANOTTO;H G ZELLER;J P DIGOUTTE;Y THIONGANE;M BOULOY","ENG","JOURNAL ARTICLE",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
680,"J C MORRILL;C A MEBUS;C J PETERS","ENG","CLINICAL TRIAL;CONTROLLED CLINICAL TRIAL;JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645",""
681,"J C MORRILL;C A MEBUS;C J PETERS","ENG","CLINICAL TRIAL;CONTROLLED CLINICAL TRIAL;JOURNAL ARTICLE",NA,"UNITED STATESAM J VET RES03750110002-9645",""
682,"M C GRÒ;P DI BONITO;D FORTINI;S MOCHI;C GIORGI","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE",NA,"NETHERLANDSVIRUS RES84109790168-1702",""
683,"R A DEWEY;L C SEMORILE;O GRAU;J V CRISCI","ENG","JOURNAL ARTICLE",NA,"UNITED STATESMOL PHYLOGENET EVOL93044001055-7903",""
684,"B J BARNARD","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
685,"M S ELWAN;M H SHARAF;K GAMEEL;E EL-HADI;R R ARTHUR","ENG","JOURNAL ARTICLE",NA,"SAUDI ARABIAANN SAUDI MED85073550256-4947",""
686,"A K SOLIMAN;D M WATTS;A W SALIB;A E SHEHATA;R R ARTHUR;B A BOTROS","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"NETHERLANDSJ VIROL METHODS80058390166-0934",""
687,"K L SAMUI;S INOUE;A S MWEENE;A M NAMBOTA;J E MLANGWA;P CHILONDA;M ONUMA;C MORITA","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"JAPANJPN J MED SCI BIOL02437060021-5112",""
688,"H G ZELLER;D FONTENILLE;M TRAORE-LAMIZANA;Y THIONGANE;J P DIGOUTTE","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
689,"M S IBRAHIM;M J TURELL;F K KNAUERT;R S LOFTS","ENG","JOURNAL ARTICLE",NA,"ENGLANDMOL CELL PROBES87097510890-8508",""
690,"C PREHAUD;N LOPEZ;M J BLOK;V OBRY;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESVIROLOGY01106740042-6822",""
691,"B LE GUENNO","FRE","ENGLISH ABSTRACT;JOURNAL ARTICLE;REVIEW",NA,"FRANCEMED TROP (MARS)87101460025-682X",""
692,"P C LEFEVRE","FRE","ENGLISH ABSTRACT;JOURNAL ARTICLE",NA,"FRANCEMED TROP (MARS)87101460025-682X",""
693,"J J VAN DER LUGT;J A COETZER;M M SMIT","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
694,"A BILLECOCQ;P VIALAT;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"ENGLANDJ GEN VIROL00773400022-1317",""
695,"","ENG","JOURNAL ARTICLE",NA,"UNITED STATESGLOB ISSUES101095320","BACTERIAL AND FUNGAL DISEASES;COMMUNICABLE DISEASES;DISEASES;EPIDEMICS;INFECTIONS;PARASITIC DISEASES;VIRAL DISEASES;WORLD"
696,"J A VAUGHAN;M J TURELL","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
697,"O D OLALEYE;O TOMORI;H SCHMITZ","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"FRANCEREV SCI TECH87123010253-1933",""
698,"O D OLALEYE;O TOMORI;M A LADIPO;H SCHMITZ","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"FRANCEREV SCI TECH87123010253-1933",""
699,"A S MWEENE;G S PANDEY;P SINYANGWE;A NAMBOTA;K SAMUI;H KIDA","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T;REVIEW",NA,"JAPANJPN J VET RES03765670047-1917",""
700,"C HOUSE;K A ALEXANDER;P W KAT;S J O'BRIEN;J MANGIAFICO","ENG","JOURNAL ARTICLE",NA,"UNITED STATESANN N Y ACAD SCI75068580077-8923",""
701,"D F SMEE;R W SIDWELL;J H HUFFMAN;J W HUGGINS;M KENDE;A J VERBISCAR","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.;RESEARCH SUPPORT, U.S. GOV'T, P.H.S.",NA,"SWITZERLANDCHEMOTHERAPY01447310009-3157",""
702,"K BANERJEE","ENG","JOURNAL ARTICLE;REVIEW",NA,"INDIAINDIAN J MED RES03747010971-5916",""
703,"A M BUTENKO","RUS","ENGLISH ABSTRACT;JOURNAL ARTICLE",NA,"RUSSIAMED PARAZITOL (MOSK)03766350025-8326",""
704,"M J TURELL;S M PRESLEY;A M GAD;S E COPE;D J DOHM;J C MORRILL;R R ARTHUR","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
705,"M FRESE;G KOCHS;H FELDMANN;C HERTKORN;O HALLER","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ VIROL01137240022-538X",""
706,"Y THIONGANE;J THONNON;H ZELLER;M M LO;A FATY;F DIAGNE;J GONZALEZ;J A AKAKPO;D FONTENILLE;J P DIGOUTTE","FRE","JOURNAL ARTICLE",NA,"SENEGALDAKAR MED79076300049-1101",""
707,"J CHANTAL;M H BESSIÈRE;B LE GUENNO;J F MAGNAVAL;P DORCHIES","FRE","ENGLISH ABSTRACT;JOURNAL ARTICLE",NA,"FRANCEBULL SOC PATHOL EXOT92125640037-9085",""
708,"M D LACY;R A SMEGO","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T;REVIEW",NA,"UNITED STATESADV PEDIATR INFECT DIS88033910884-9404",""
709,"O D OLALEYE;O TOMORI;J L FAJIMI;H SCHMITZ","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"FRANCEREV ELEV MED VET PAYS TROP2984776R0035-1865",""
710,"T F SCHWARZ","ENG","JOURNAL ARTICLE;REVIEW",NA,"AUSTRIAARCH VIROL SUPPL92142750939-1983",""
711,"J M GUILHERME;C GONELLA-LEGALL;F LEGALL;E NAKOUME;J VINCENT","ENG","JOURNAL ARTICLE",NA,"ENGLANDTRANS R SOC TROP MED HYG75061290035-9203",""
712,"R ABU-ELYAZEED;S EL-SHARKAWY;J OLSON;B BOTROS;A SOLIMAN;A SALIB;C CUMMINGS;R ARTHUR","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"SWITZERLANDBULL WORLD HEALTH ORGAN75070520042-9686",""
713,"S E COPE;G W SCHULTZ;A L RICHARDS;H M SAVAGE;G C SMITH;C J MITCHELL;D J FRYAUFF;J M CONLON;J A CORNEIL;K C HYAMS","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
714,"E J SANDERS;P M TUKEI","ENG","JOURNAL ARTICLE;REVIEW",NA,"KENYAEAST AFR MED J03727660012-835X",""
715,"","ENG","CONGRESSES",NA,"ITALYPARASSITOLOGIA04137240048-2951",""
716,"F RODHAIN","ENG","JOURNAL ARTICLE;REVIEW",NA,"ITALYPARASSITOLOGIA04137240048-2951",""
717,"J T PAWESKA;B J BARNARD;R WILLIAMS","ENG","JOURNAL ARTICLE",NA,"SOUTH AFRICAONDERSTEPOORT J VET RES04011070030-2465",""
718,"K A DOYLE;B A ROBINSON;D W WILSON","ENG","JOURNAL ARTICLE;REVIEW",NA,"AUSTRALIAAUST VET J03706160005-0423",""
719,"T ALEMU;B LINDTJØRN","ENG","JOURNAL ARTICLE",NA,"ENGLANDINT J EPIDEMIOL78028710300-5771","AFRICA;AFRICA SOUTH OF THE SAHARA;AGRICULTURAL WORKERS;ANTHROPOMETRY;CORRELATION STUDIES;DELIVERY OF HEALTH CARE;DEMOGRAPHIC FACTORS;DEVELOPING COUNTRIES;DISEASES;EASTERN AFRICA;ECONOMIC FACTORS;ETHIOPIA;HEALTH;HEALTH SERVICES;HUMAN RESOURCES;LABOR FORCE;MALNUTRITION;MEASUREMENT;NUTRITION;NUTRITION DISORDERS;NUTRITION INDEXES;POPULATION;POPULATION CHARACTERISTICS;PREVALENCE;RESEARCH METHODOLOGY;RESEARCH REPORT;RURAL HEALTH SERVICES;RURAL POPULATION;STATISTICAL STUDIES;STUDIES"
720,"R MULLER;J F SALUZZO;N LOPEZ;T DREIER;M TURELL;J SMITH;M BOULOY","ENG","COMPARATIVE STUDY;JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
721,"K LERDTHUSNEE;W S ROMOSER;M E FARAN;D J DOHM","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, U.S. GOV'T, NON-P.H.S.",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
722,"J C MARINER;J MORRILL;T G KSIAZEK","ENG","JOURNAL ARTICLE",NA,"UNITED STATESAM J TROP MED HYG03705070002-9637",""
723,"A M GAD;I B RIAD;H A FARID","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T;RESEARCH SUPPORT, U.S. GOV'T, P.H.S.",NA,"UNITED STATESJ MED ENTOMOL03754000022-2585",""
724,"M ZVILICH;J C WILLIAMS;D WAAG;W R RILL;R J MALLI;P BELL;M KENDE","ENG","JOURNAL ARTICLE",NA,"NETHERLANDSANTIVIRAL RES81096990166-3542",""
725,"N LOPEZ;R MULLER;C PREHAUD;M BOULOY","ENG","JOURNAL ARTICLE;RESEARCH SUPPORT, NON-U.S. GOV'T",NA,"UNITED STATESJ VIROL01137240022-538X",""
